variant_id,title_long,product_type,handle,color,store_name
12097,Bavincis Fleets Gold And Grey Gradient Edition Sunglasses,Sunglasses,bavincis-fleets-gold-and-grey-gradient-edition-sunglasses,,Store_E
12098,Bavincis Focal Black And Gold-Black Edition Sunglasses,Sunglasses,bavincis-focal-black-and-gold-black-edition-sunglasses,,Store_E
12099,Bavincis Focal Black And Silver-Black Edition Sunglasses,Sunglasses,bavincis-focal-black-and-silver-black-edition-sunglasses,,Store_E
12100,Bavincis Focal Black And Yellow Edition Sunglasses,Sunglasses,bavincis-focal-black-and-yellow-edition-sunglasses,,Store_E
12101,Bavincis Frientopia Black And Black Edition Sunglasses,Sunglasses,bavincis-frientopia-black-and-black-edition-sunglasses,,Store_E
12102,Bavincis Gemini Black And Black Edition Sunglasses,Sunglasses,bavincis-gemini-black-and-black-edition-sunglasses,,Store_E
12103,Bavincis Gemini Black And Black Edition Sunglasses,Sunglasses,bavincis-gemini-black-and-black-edition-sunglasses-1,,Store_E
12104,Bavincis Gemini Black And Blue Edition Sunglasses,Sunglasses,bavincis-gemini-black-and-blue-edition-sunglasses-1,,Store_E
12105,Bavincis Gemini Black And Green Edition Sunglasses,Sunglasses,bavincis-gemini-black-and-green-edition-sunglasses,,Store_E
12106,Bavincis Gemini Black And White AntiRay Edition Sunglasses,Sunglasses,bavincis-gemini-black-and-light-blue-edition-sunglasses,,Store_E
12107,Bavincis Gemini Black And Yellow Edition Sunglasses,Sunglasses,bavincis-gemini-black-and-yellow-edition-sunglasses,,Store_E
12108,Bavincis Gemini Gold And Black Edition Sunglasses,Sunglasses,bavincis-gemini-gold-and-black-edition-sunglasses,,Store_E
12109,Bavincis Gemini Gold And Blue Gradient Edition Sunglasses,Sunglasses,bavincis-gemini-gold-and-blue-gradient-edition-sunglasses,,Store_E
12110,Bavincis Gemini Gold And Brown Gradient Edition Sunglasses,Sunglasses,bavincis-gemini-gold-and-brown-gradient-edition-sunglasses,,Store_E
12111,Bavincis Gemini Gold And Green Candy Edition Sunglasses,Sunglasses,bavincis-gemini-gold-and-green-candy-edition-sunglasses,,Store_E
12112,Bavincis Gemini Gold And Green Edition Sunglasses,Sunglasses,bavincis-gemini-gold-and-green-edition-sunglasses,,Store_E
12113,Bavincis Gemini Gold And Green Gradient Edition Sunglasses,Sunglasses,bavincis-gemini-gold-and-green-gradient-edition-sunglasses,,Store_E
12114,Bavincis Gemini Silver And Black Edition Sunglasses,Sunglasses,bavincis-gemini-silver-and-black-edition-sunglasses,,Store_E
12115,Bavincis Gemini silver and White AntiRay Edition Sunglasses,Sunglasses,bavincis-gemini-black-and-silver-light-blue-edition-sunglasses,,Store_E
12116,Bavincis Glance Gold And Grey-Yellow Gradient Edition Sunglasses,Sunglasses,bavincis-gance-gold-and-grey-yellow-gradient-edition-sunglasses,,Store_E
12117,Bavincis Glance Silver And Blue Gradient Edition Sunglasses,Sunglasses,bavincis-gance-silver-and-blue-gradient-edition-sunglasses,,Store_E
12118,Bavincis Glance Silver And Green Edition Sunglasses,Sunglasses,bavincis-gance-black-and-black-edition-sunglasses,,Store_E
12119,Bavincis Gracia Black And Black Edition Sunglasses,Sunglasses,bavincis-gracia-black-and-black-edition-sunglasses,,Store_E
12120,Bavincis Gracia Gold And Black Edition Sunglasses,Sunglasses,bavincis-gracia-gold-and-black-edition-sunglasses,,Store_E
12121,Bavincis Gracia Gold And Green Edition Sunglasses,Sunglasses,bavincis-gracia-gold-and-green-edition-sunglasses,,Store_E
12122,Bavincis Gracia Silver  And Grey Gradient Edition Sunglasses,Sunglasses,bavincis-gracia-silver-and-grey-gradient-edition-sunglasses,,Store_E
12123,Bavincis Gracy T Brown And Gradient Brown Edition sunglasses,Sunglasses,bavincis-gracy-t-brown-and-gradient-brown-edition-sunglasses,,Store_E
12124,Bavincis Gracy T Brown And Green Edition Sunglasses,Sunglasses,bavincis-gracy-t-brown-and-green-edition-sunglasses,,Store_E
12125,Bavincis Groovi Brown And Brown Edition Sunglasses,Sunglasses,bavincis-groovi-brown-and-brown-edition-sunglasses,,Store_E
12126,Bavincis Hunter Black And Black Edition Sunglasses,Sunglasses,bavincis-hunter-gold-and-black-edition-sunglasses,,Store_E
12127,Bavincis Hunter Gold  And Black Edition Sunglasses,Sunglasses,bavincis-hunter-black-and-gold-edition-sunglasses-1,,Store_E
12128,Bavincis hunter Gold And Pink Edition Sunglasses,Sunglasses,bavincis-hunter-gold-and-pink-edition-sunglasses,,Store_E
12129,Bavincis Hunter Green And Gold Edition Sunglasses,Sunglasses,bavincis-hunter-green-and-gold-edition-sunglasses,,Store_E
12130,Bavincis hunter Silver And Black Edition Sunglasses,Sunglasses,bavincis-hunter-black-and-silver-edition-sunglasses,,Store_E
12131,Bavincis Hunter Silver And Blue Mercury Edition Sunglasses,Sunglasses,bavincis-hunter-silver-and-blue-edition-sunglasses,,Store_E
12132,Bavincis Hunter Silver And Silver Mercury Edition Sunglasses,Sunglasses,bavincis-hunter-silver-and-silver-edition-sunglasses,,Store_E
12133,Bavincis Joyce Black And Black Edition sunglasses,Sunglasses,bavincis-joyce-matt-black-and-black-edition-sunglasses,,Store_E
12134,Bavincis Joyce Rose Gold And Blue Gradient Edition sunglasses,Sunglasses,bavincis-joyce-gold-and-blue-gradient-edition-sunglasses,,Store_E
12135,Bavincis Joyce Rose Gold And Brown Gradient Edition sunglasses,Sunglasses,bavincis-joyce-brown-and-brown-gradient-edition-sunglasses-1,,Store_E
12136,Bavincis Joyce Rose Gold And Grey Gradient Edition sunglasses,Sunglasses,bavincis-joyce-rose-gold-and-grey-gradient-edition-sunglasses,,Store_E
12137,Bavincis Joyce T.Gold And Brown Edition sunglasses,Sunglasses,bavincis-joyce-t-gold-and-brown-edition-sunglasses,,Store_E
12138,Bavincis Joyce T.Gold And Green Edition sunglasses,Sunglasses,bavincis-joyce-t-gold-and-green-edition-sunglasses,,Store_E
12139,Bavincis Karma Black And Black Edition Sunglasses,Sunglasses,bavincis-karma-black-and-black-edition-sunglasses,,Store_E
12140,Bavincis Karma Black And Green Edition Sunglasses,Sunglasses,bavincis-karma-black-and-green-edition-sunglasses,,Store_E
12141,Bavincis Karma Black And Grey Gradient Edition Sunglasses,Sunglasses,bavincis-karma-black-and-grey-gradient-edition-sunglasses,,Store_E
12142,Bavincis Karma Brown And Brown Edition Sunglasses,Sunglasses,bavincis-karma-brown-and-brown-edition-sunglasses-1,,Store_E
12143,Bavincis Kindon Gold And Black Edition Sunglasses,Sunglasses,bavincis-kindon-gold-and-black-edition-sunglasses-1,,Store_E
12144,Bavincis Kindon Gold And Blue Mercury Edition Sunglasses,Sunglasses,bavincis-kindon-gold-ant-blue-mercury-edition-sunglasses,,Store_E
12145,Bavincis Kindon Gold And Grey Gradient Edition Sunglasses,Sunglasses,bavincis-kindon-gold-and-black-edition-sunglasses,,Store_E
12146,Bavincis Knox Black and Brown I Automatic Watch,Automatic Watch,bavincis-knox-black-and-brown-i-automatic-watch,,Store_E
12147,Bavincis Linford Black And Grey Gradient Edition Sunglasses,Sunglasses,bavincis-linford-black-and-grey-gradient-edition-sunglasses,,Store_E
12148,Bavincis Linford Gold And Black Edition Sunglasses,Sunglasses,bavincis-linford-gold-and-black-edition-sunglasses-1,,Store_E
12149,Bavincis Linford Gold And Blue Gradient Edition Sunglasses,Sunglasses,bavincis-linford-gold-and-blue-gradient-edition-sunglasses,,Store_E
12150,Bavincis Linford Gold And Brown Edition Sunglasses,Sunglasses,bavincis-linford-gold-and-brown-edition-sunglasses,,Store_E
12151,Bavincis Linford Gold And Classic Blue Edition Sunglasses,Sunglasses,bavincis-linford-gold-and-classic-blue-edition-sunglasses,,Store_E
12152,Bavincis Linford Gold And Green Edition Sunglasses,Sunglasses,bavincis-linford-gold-and-black-edition-sunglasses,,Store_E
12153,Bavincis Linford Gold And Green Gradient Edition Sunglasses,Sunglasses,bavincis-linford-gold-and-green-gradient-edition-sunglasses,,Store_E
12154,Bavincis Linford Silver And Black Edition Sunglasses,Sunglasses,bavincis-linford-silver-and-black-edition-sunglasses,,Store_E
12155,Bavincis Linford Silver And Grey Gradient Edition Sunglasses,Sunglasses,bavincis-linford-silver-and-grey-gradient-edition-sunglasses,,Store_E
12156,Bavincis Majestic Gold and Brown I Automatic Watch,Automatic Watch,bavincis-majestic-gold-and-brown-i-automatic-watch,,Store_E
12157,Bavincis Marcia Black and Black I Automatic Watch,Automatic Watch,bavincis-marcia-black-and-black-i-automatic-watch,,Store_E
12158,Bavincis Marcia Rose Gold and Brown I Automatic Watch,Automatic Watch,bavincis-marcia-rose-gold-and-brown-i-automatic-watch,,Store_E
12159,Bavincis Marcia Silver and Black I Automatic Watch,Automatic Watch,bavincis-marcia-silver-and-black-i-automatic-watch,,Store_E
12160,Bavincis Master Blue And Red I Automatic Watch,Automatic Watch,bavincis-master-blue-and-red-i-automatic-watch,,Store_E
12161,Bavincis Master Gold And Blue I Automatic Watch,Automatic Watch,copy-of-bavincis-master-blue-and-gold-i-automatic-watch,,Store_E
12162,Bavincis Milano Black And Blue Gradient Edition Sunglasses,Sunglasses,bavincis-milano-black-and-blue-gradiant-edition-sunglasses,,Store_E
12163,Bavincis Milano Black And Candy Green Edition Sunglasses,Sunglasses,bavincis-milano-black-and-candy-green-edition-sunglasses-1,,Store_E
12164,Bavincis Milano Black And Day Night Edition Sunglasses,Sunglasses,bavincis-milano-black-and-day-night-edition-sunglasses,,Store_E
12165,Bavincis Milano Black And Green Edition Sunglasses,Sunglasses,bavincis-milano-black-and-green-edition-sunglasses,,Store_E
12166,Bavincis Milano Black And Green Gradient Edition Sunglasses,Sunglasses,bavincis-milano-black-and-candy-green-edition-sunglasses,,Store_E
12167,Bavincis Milano Black And Yellow Edition Sunglasses,Sunglasses,bavincis-milano-black-and-yellow-edition-sunglasses-1,,Store_E
12168,Bavincis Milano Brown And Brown Edition Sunglasses,Sunglasses,bavincis-rockford-brown-and-brown-edition-sunglasses,,Store_E
12169,Bavincis Milano Glossy Black And Black Edition Sunglasses,Sunglasses,bavincis-milano-glossy-black-and-black-edition-sunglasses,,Store_E
12170,Bavincis Milgaus Gold And Black I Automatic Watch,Automatic Watch,bavincis-milgaus-gold-and-black-i-automatic-watch,,Store_E
12171,Bavincis Milgaus Silver And Blue I Automatic Watch,Automatic Watch,bavincis-milgaus-silver-and-blue-i-automatic-watch,,Store_E
12172,Bavincis Miller Black And Blue Edition sunglasses,Sunglasses,bavincis-miller-black-and-blue-edition-sunglasses,,Store_E
12173,Bavincis Miller Black And Blue Gradient Edition sunglasses,Sunglasses,bavincis-miller-black-and-blue-gradiant-edition-sunglasses,,Store_E
12174,Bavincis Miller Black And Gradient Black Edition sunglasses,Sunglasses,bavincis-miller-black-and-gradient-black-edition-sunglasses,,Store_E
12175,Bavincis Miller Black And Green Gradient Edition sunglasses,Sunglasses,bavincis-miller-black-and-green-gradiant-edition-sunglasses,,Store_E
12176,Bavincis Miller Black And Yellow Edition Sunglasses,Sunglasses,bavincis-miller-black-and-yellow-edition-sunglasses,,Store_E
12177,Bavincis Moonaut Gold And Blue I Automatic Watch,Automatic Watch,bavincis-moonaut-gold-and-blue-i-automatic-watchbavincis-moonaut-gold-and-blue-i-automatic-watch,,Store_E
12178,Bavincis Moonaut Gold And Gold I Automatic Watch,Automatic Watch,bavincis-moonaut-gold-and-gold-i-automatic-watch,,Store_E
12179,Bavincis Paxon Black And Black Edition Sunglasses,Sunglasses,bavincis-paxon-black-and-black-edition-sunglasses,,Store_E
12180,Bavincis Rebel Black And Blue Edition Sunglasses,Sunglasses,bavincis-rebel-black-and-blue-edition-sunglasses,,Store_E
12181,Bavincis Rebel Black And Green Edition Sunglasses,Sunglasses,bavincis-rebel-black-and-green-edition-sunglasses,,Store_E
12182,Bavincis Rebel Black And Yellow Edition Sunglasses,Sunglasses,bavincis-rebel-black-and-yellow-edition-sunglasses,,Store_E
12183,Bavincis Rebel Brown And Brown Edition Sunglasses,Sunglasses,bavincis-rebel-brown-and-brown-edition-sunglasses,,Store_E
12184,Bavincis Rebel Glossy Black And Black Edition Sunglasses,Sunglasses,bavincis-rebel-glossy-black-and-black-edition-sunglasses,,Store_E
12185,Bavincis Rebel Matt Black And Black Edition Sunglasses,Sunglasses,bavincis-rebel-matt-black-and-black-edition-sunglasses,,Store_E
12186,Bavincis Rockford Brown And Brown Edition Sunglasses,Sunglasses,bavincis-rockford-brown-and-brown-edition-sunglasses-1,,Store_E
12187,Bavincis Rockford Glossy Black And Black Edition sunglasses,Sunglasses,bavincis-rockford-glossy-black-and-black-edition-sunglasses,,Store_E
12188,Bavincis Sparkle Black And Green Gradient Edition Sunglasses,Sunglasses,copy-of-bavincis-sparkle-gold-and-blue-gradient-edition-sunglasses,,Store_E
12189,Bavincis Sparkle Black And Grey Gradient Edition Sunglasses,Sunglasses,bavincis-sparkle-black-and-grey-gradient-edition-sunglasses-1,,Store_E
12190,Bavincis Sparkle Gold And Black Edition Sunglasses,Sunglasses,bavincis-sparkle-gold-and-black-edition-sunglasses,,Store_E
12191,Bavincis Sparkle Gold And Blue Gradient Edition Sunglasses,Sunglasses,bavincis-sparkle-gold-and-blue-gradient-edition-sunglasses,,Store_E
12192,Bavincis Sparkle Gold And Green Edition Sunglasses,Sunglasses,bavincis-sparkle-gold-and-green-edition-sunglasses,,Store_E
12193,Bavincis Sparkle Silver And Grey Gradient Edition Sunglasses,Sunglasses,bavincis-sparkle-black-and-grey-gradient-edition-sunglasses,,Store_E
12194,Bavincis Spectral Gold And Gray Gradient Edition Sunglasses,Sunglasses,bavincis-spectral-gold-and-gray-gradient-edition-sunglasses,,Store_E
12195,Bavincis Spencer Black And Black Edition sunglasses,Sunglasses,bavincis-spencer-black-and-black-edition-sunglasses,,Store_E
12196,Bavincis Spencer Gold And Black Edition sunglasses,Sunglasses,bavincis-spencer-black-and-gold-edition-sunglasses,,Store_E
12197,Bavincis Stanly D11 Black and Black Edition Sunglasses,Sunglasses,bavincis-stanly-d11-black-and-black-edition-sunglasses,,Store_E
12198,Bavincis Stanly D11 Black And Green Edition sunglasses,Sunglasses,bavincis-stanly-d11-black-and-green-edition-sunglasses,,Store_E
12199,Bavincis Stanly D11 Brown And Brown Edition Sunglasses,Sunglasses,bavincis-stanly-d11-gold-and-gray-gradient-edition-sunglasses,,Store_E
12200,Bavincis Stanly D11 Gold And Black Edition Sunglasses,Sunglasses,bavincis-stanly-d11-gold-and-black-edition-sunglasses,,Store_E
12201,Bavincis Stanly D11 Gold And Brown Edition Sunglasses,Sunglasses,bavincis-stanly-d11-gold-and-brown-edition-sunglasses,,Store_E
12202,Bavincis Stanly D11 Gold And Gradient Blue Edition Sunglasses,Sunglasses,bavincis-stanly-d11-gold-and-gradient-blue-edition-sunglasses,,Store_E
12203,Bavincis Stanly D11 Gold And Gray Gradient Edition Sunglasses,Sunglasses,copy-of-bavincis-stanly-d11-gold-and-green-gradient-edition-sunglasses,,Store_E
12204,Bavincis Stanly D11 Gold and Green Edition Sunglasses,Sunglasses,bavincis-stanly-d11-gold-and-green-edition-sunglasses,,Store_E
12205,Bavincis Stanly D11 Gold And Green Gradient Edition Sunglasses,Sunglasses,bavincis-stanly-d11-silver-and-gray-gradient-edition-sunglasses,,Store_E
12206,Bavincis Stanly D11 Silver And Gray Gradient Edition Sunglasses,Sunglasses,bavincis-stanly-d11-silver-and-black-gradient-edition-sunglasses,,Store_E
12207,Bavincis Stanly D11 Silver And White Antiray Edition Sunglasses,Sunglasses,bavincis-stanly-d11-silver-and-white-antiray-edition-sunglasses,,Store_E
12208,Bavincis The Bond Glossy Black And Black Edition Sunglasses,Sunglasses,bavincis-the-bond-glossy-black-and-black-edition-sunglasses,,Store_E
12209,Bavincis The Bond Gold And Aqua Green Edition sunglasses,Sunglasses,bavincis-the-bond-gold-and-aqua-green-edition-sunglasses,,Store_E
12210,Bavincis The Bond Gold And Black Edition Sunglasses,Sunglasses,bavincis-the-bond-gold-and-black-edition-sunglasses,,Store_E
12211,Bavincis The Bond Gold And Green Edition Sunglasses,Sunglasses,bavincis-the-bond-gold-and-green-edition-sunglasses,,Store_E
12212,Bavincis The Bond Silver And Black Edition Sunglasses,Sunglasses,bavincis-the-bond-matt-black-and-black-edition-sunglasses,,Store_E
12213,Bavincis The Bond Silver And Black Edition Sunglasses,Sunglasses,bavincis-the-bond-silver-and-black-blue-edition-sunglasses,,Store_E
12214,Bavincis Thunder Black And Black Edition Sunglasses,Sunglasses,bavincis-thunder-black-and-black-edition-sunglasses,,Store_E
12215,Bavincis Tommy Black And Black Edition Sunglasses,Sunglasses,bavincis-tommy-black-and-gray-gradient-edition-sunglasses,,Store_E
12216,Bavincis Tommy Black And Blue Gradient Edition Sunglasses,Sunglasses,bavincis-tommy-black-and-blue-gradient-edition-sunglasses,,Store_E
12217,Bavincis Tommy Black And Brown Gradient Edition Sunglasses,Sunglasses,bavincis-tommy-black-and-brown-gradient-edition-sunglasses,,Store_E
12218,Bavincis Tommy Black And Gray Gradient Edition Sunglasses,Sunglasses,bavincis-tommy-black-and-blue-gradient-edition-sunglasses-1,,Store_E
12219,Bavincis Tommy Black And Green Gradient Edition Sunglasses,Sunglasses,bavincis-tommy-black-and-green-gradient-edition-sunglasses,,Store_E
12220,Bavincis Tommy Black And Green Gradient Edition Sunglasses,Sunglasses,bavincis-tommy-black-and-green-gradient-edition-sunglasses-1,,Store_E
12221,Bavincis Tommy Gold And Blue Gradient Edition Sunglasses,Sunglasses,bavincis-tommy-gold-and-blue-gradient-edition-sunglasses,,Store_E
12222,Bavincis Tommy Gold And Gray Gradient Edition Sunglasses,Sunglasses,bavincis-tommy-black-and-blue-gradient-edition-sunglasses-2,,Store_E
12223,Bavincis Tommy Gold And Green Gradient Edition Sunglasses,Sunglasses,bavincis-tommy-black-and-blue-gradient-edition-sunglasses-4,,Store_E
12224,Bavincis Tommy Silver And Black Edition Sunglasses,Sunglasses,bavincis-tommy-black-and-blue-gradient-edition-sunglasses-3,,Store_E
12225,Bavincis Tommy Silver And Gray Gradient Edition Sunglasses,Sunglasses,bavincis-tommy-black-and-gray-gradient-edition-sunglasses-1,,Store_E
12226,Bavincis Viperx Blue Blue Gradient Edition Sunglasses,Sunglasses,bavincis-viperx-blue-blue-gradient-edition-sunglasses,,Store_E
12227,Bavincis Walker Gold And Blue Gradient Edition Sunglasses,Sunglasses,bavincis-walker-gold-and-blue-gradient-edition-sunglasses,,Store_E
12228,Bavincis Walker Gold And Brown Gradient Edition Sunglasses,Sunglasses,bavincis-walker-gold-and-brown-gradient-edition-sunglasses,,Store_E
12229,Bavincis Walker Gold And Grey Gradient Edition Sunglasses,Sunglasses,bavincis-walker-black-and-grey-gradient-edition-sunglasses,,Store_E
12230,Bavincis Wink Silver And Black Edition Sunglasses,Sunglasses,bavincis-wink-silver-and-candy-blue-edition-sunglasses,,Store_E
12231,Bavincis  Milano Black And Blue Edition Sunglasses,Sunglasses,bavincis-milano-black-and-blue-edition-sunglasses,,Store_E
12232,Bavincis Albert Black And Black Sports Edition Sunglasses,Sunglasses,bavincis-albert-black-and-black-edition-sunglasses,,Store_E
12233,Bavincis Albert Black And Blue Sports Edition sunglasses,Sunglasses,bavincis-albert-black-and-blue-sports-edition-sunglasses,,Store_E
12234,Bavincis Albert Black And Orange Sports Edition sunglasses,Sunglasses,bavincis-albert-black-and-orange-sports-edition-sunglasses,,Store_E
12235,Bavincis Albert Black and Yellow Sports Edition Sunglasses,Sunglasses,bavincis-albert-black-and-yellow-sports-edition-sunglasses,,Store_E
12236,Bavincis Albert Brown And Brown Sports Edition Sunglasses,Sunglasses,bavincis-albert-brown-and-brown-sports-edition-sunglasses,,Store_E
12237,Bavincis Alito Brown And Brown Edition sunglasses,Sunglasses,bavincis-alito-brown-and-brown-edition-sunglasses,,Store_E
12238,Bavincis Asmara Black And Black Edition Sunglasses,Sunglasses,bavincis-asmara-black-and-black-edition-sunglasses,,Store_E
12239,Bavincis Asmara Black And Blue Edition Sunglasses,Sunglasses,bavincis-asmara-black-and-blue-edition-sunglasses,,Store_E
12240,Bavincis Asmara Black And Blue Gradient Edition sunglasses,Sunglasses,bavincis-asmara-black-and-blue-gradient-edition-sunglasses,,Store_E
12241,Bavincis Asmara Black And Green Edition Sunglasses,Sunglasses,copy-of-bavincis-asmara-black-and-candy-green-k-edition-sunglasses,,Store_E
12242,Bavincis Asmara Black And Yellow  Edition Sunglasses,Sunglasses,bavincis-asmara-black-and-yellow-edition-sunglasses,,Store_E
12243,Bavincis Asmara Gold And Black Edition Sunglasses,Sunglasses,bavincis-asmara-gold-and-black-edition-sunglasses,,Store_E
12244,Bavincis Asmara Gold And Brown Gradient Edition Sunglasses,Sunglasses,bavincis-asmara-gold-and-brown-gradient-edition-sunglasses-1,,Store_E
12245,Bavincis Asmara Gold And Green Edition Sunglasses,Sunglasses,bavincis-asmara-gold-and-green-edition-sunglasses,,Store_E
12246,Bavincis Austen Black And Black Edition Sunglasses,Sunglasses,bavincis-austen-black-and-black-edition-sunglasses,,Store_E
12247,Bavincis Austen Black And Blue Edition Sunglasses,Sunglasses,bavincis-austen-black-and-blue-edition-sunglasses-1,,Store_E
12248,Bavincis Austen Black And Blue Gradient Edition Sunglasses,Sunglasses,bavincis-austen-black-and-blue-gradient-edition-sunglasses,,Store_E
12249,Bavincis Austen Black And Green Edition Sunglasses,Sunglasses,bavincis-austen-black-and-green-edition-sunglasses,,Store_E
12250,Bavincis Austen Black And Grey Gradient Edition Sunglasses,Sunglasses,bavincis-austen-black-and-grey-gradient-edition-sunglasses,,Store_E
12251,Bavincis Baxter Black And Black Edition Sunglasses,Sunglasses,bavincis-baxter-black-and-black-edition-sunglasses,,Store_E
12252,Bavincis Bayons Black And Black Edition Sunglasses,Sunglasses,bavincis-bayons-black-and-black-edition-sunglasses,,Store_E
12253,Bavincis BayStacks Black And Black Edition Sunglasses,Sunglasses,bavincis-bay-stacks-black-black-edition-sunglasses,,Store_E
12254,Bavincis Baystacks Gold And Blue Gradient Edition Sunglasses,Sunglasses,bavincis-baystacks-gold-and-blue-yellow-gradiend-edition-sunglasses,,Store_E
12255,Bavincis Bellagio Black And Black Edition Sunglasses,Sunglasses,bavincis-bellogio-black-and-black-edition-sunglasses,,Store_E
12256,Bavincis Brio Black and Black I Automatic Watch,Automatic Watch,bavincis-brio-black-and-black-i-automatic-watch,,Store_E
12257,Bavincis Brio Black and Brown I Automatic Watch,Automatic Watch,bavincis-brio-black-and-brown-i-automatic-watch,,Store_E
12258,Bavincis Brio White and Brown I Automatic Watch,Automatic Watch,bavincis-brio-white-and-brown-i-automatic-watch,,Store_E
12259,Bavincis Buckers Black And Grey Gradient Edition Sunglasses,Sunglasses,bavincis-buckers-black-and-black-edition-sunglasses,,Store_E
12260,Bavincis Caliber Gold And Black Edition sunglasses,Sunglasses,bavincis-caliber-gold-and-black-edition-sunglasses,,Store_E
12261,Bavincis Caliber Gold And Blue Gradient Edition sunglasses,Sunglasses,bavincis-caliber-gold-and-blue-gradient-edition-sunglasses,,Store_E
12262,Bavincis Caliber Gold And Brown Gradient Edition sunglasses,Sunglasses,bavincis-caliber-gold-and-brown-gradient-edition-sunglasses,,Store_E
12263,Bavincis Caliber Gold And Green Edition sunglasses,Sunglasses,bavincis-caliber-gold-and-green-edition-sunglasses,,Store_E
12264,Bavincis Caliber Gold And Grey Gradient Edition sunglasses,Sunglasses,bavincis-caliber-gold-and-grey-gradient-edition-sunglasses,,Store_E
12265,Bavincis Caliber Silver And Grey Gradient Edition sunglasses,Sunglasses,bavincis-caliber-silver-and-grey-gradient-edition-sunglasses,,Store_E
12266,Bavincis Caltatrava Gold and Black I Automatic Watch,Automatic Watch,bavincis-caltatrava-gold-and-black-i-automatic-watch,,Store_E
12267,Bavincis Caltatrava Gold and Blue I Automatic Watch,Automatic Watch,bavincis-caltatrava-gold-and-bluei-automatic-watch,,Store_E
12268,Bavincis Calvert Black And Black Edition Sunglasses,Sunglasses,bavincis-calvert-black-and-black-edition-sunglasses,,Store_E
12269,Bavincis Calvert Brown And Brown Edition Sunglasses,Sunglasses,bavincis-calvert-brown-and-brown-edition-sunglasses,,Store_E
12270,Bavincis Carloz Black And Black Edition Sunglasses,Sunglasses,bavincis-carloz-black-and-black-edition-sunglasses,,Store_E
12271,Bavincis Carloz Black And White Antiray Edition Sunglasses,Sunglasses,bavincis-carloz-black-and-blue-edition-sunglasses,,Store_E
12272,Bavincis Carloz Black And Yellow Edition Sunglasses,Sunglasses,bavincis-carloz-black-and-yellow-edition-sunglasses,,Store_E
12273,Bavincis Carloz Gold And Black Edition Sunglasses,Sunglasses,bavincis-carloz-gold-and-black-edition-sunglasses,,Store_E
12274,Bavincis Carloz Gold And Blue Gradient Edition Sunglasses,Sunglasses,bavincis-carloz-gold-and-blue-gradient-edition-sunglasses,,Store_E
12275,Bavincis Carloz Gold And Brown Gradient Edition Sunglasses,Sunglasses,bavincis-carloz-gold-and-brown-gradient-edition-sunglasses,,Store_E
12276,Bavincis Carloz Gold And Green Edition Sunglasses,Sunglasses,bavincis-carloz-gold-and-green-edition-sunglasses,,Store_E
12277,Bavincis Casenova Blue and Black I Automatic Watch,Automatic Watch,bavincis-casenova-blue-and-black-i-automatic-watch,,Store_E
12278,Bavincis Casenova Gold and Black I Automatic Watch,Automatic Watch,bavincis-casenova-gold-and-black-i-automatic-watch,,Store_E
12279,Bavincis Casenova Rose Gold and Black I Automatic Watch,Automatic Watch,bavincis-casenova-rose-gold-and-black-i-automatic-watch,,Store_E
12280,Bavincis Cooper Black And Black Edition Sunglasses,Sunglasses,bavincis-cooper-black-and-black-edition-sunglasses,,Store_E
12281,Bavincis Cooper Gold And Black Edition Sunglasses,Sunglasses,bavincis-cooper-gold-and-black-edition-sunglasses,,Store_E
12282,Bavincis Cooper Gold And Blue Gradient Edition Sunglasses,Sunglasses,bavincis-cooper-gold-and-blue-gradient-edition-sunglasses,,Store_E
12283,Bavincis Cooper Gold And Green Edition Sunglasses,Sunglasses,bavincis-cooper-gold-and-green-edition-sunglasses,,Store_E
12284,Bavincis Cooper Silver And Grey Gradient Edition Sunglasses,Sunglasses,bavincis-cooper-silver-and-grey-gradient-edition-sunglasses,,Store_E
12285,Bavincis Cooper Silver Blue-Brown Gradient Edition Sunglasses,Sunglasses,bavincis-cooper-silver-blue-brown-gradient-edition-sunglasses-1,,Store_E
12286,Bavincis Cooper Silver Gray Brown Gradient Edition Sunglasses,Sunglasses,bavincis-cooper-silver-blue-brown-gradient-edition-sunglasses,,Store_E
12287,Bavincis Cosmograph Gold and Blue I Automatic Watch,Automatic Watch,bavincis-cosmograph-i-automatic-watch,,Store_E
12288,Bavincis Cosmograph Gold and Green I Automatic Watch,Automatic Watch,bavincis-cosmograph-gold-and-green-i-automatic-watch,,Store_E
12289,Bavincis Cromwell Black And Black Edition Sunglasses,Sunglasses,bavincis-cromwell-black-and-black-edition-sunglasses,,Store_E
12290,Bavincis Delight  Black And Black Edition Sunglasses,Sunglasses,bavincis-black-and-black-edition-sunglasses,,Store_E
12291,Bavincis Delight Gold And Black Edition Sunglasses,Sunglasses,bavincis-delight-gold-and-black-edition-sunglasses,,Store_E
12292,Bavincis Delight Gold And Green Edition Sunglasses,Sunglasses,bavincis-delight-black-and-green-edition-sunglasses,,Store_E
12293,Bavincis Delight Silver And Grey Gradient Edition Sunglasses,Sunglasses,bavincis-delight-silver-and-grey-gradient-edition-sunglasses,,Store_E
12294,Bavincis Deluxe Black And Black Edition Sunglasses,Sunglasses,bavincis-deluxe-black-and-black-edition-sunglasses,,Store_E
12295,Bavincis Deluxe Black And Brown Edition Sunglasses,Sunglasses,bavincis-deluxe-black-and-brown-edition-sunglasses,,Store_E
